OW_k8_discount0.95_window30_randomInit_1h13m7s.txt;OW_k4_discount0.8_window30_sequentialInit_1h14m1s.txt;OW_k4_discount0.8_window10_sequentialInit_1h13m41s.txt;OW_k4_discount0.95_window30_sequentialInit_1h12m26s.txt;OW_k8_discount0.95_window20_randomInit_1h12m56s.txt;OW_k4_discount0.99_window10_sequentialInit_1h10m32s.txt;OW_k4_discount0.8_window50_sequentialInit_1h14m16s.txt;OW_k4_discount1.0_window20_randomInit_1h9m3s.txt;OW_k4_discount0.99_window20_randomInit_1h10m35s.txt;OW_k8_discount0.99_window20_sequentialInit_1h11m27s.txt;OW_k8_discount0.95_window10_randomInit_1h12m48s.txt;OW_k8_discount0.99_window10_sequentialInit_1h11m18s.txt;OW_k8_discount0.99_window10_randomInit_1h11m14s.txt;OW_k4_discount0.8_window50_randomInit_1h14m8s.txt;OW_k4_discount1.0_window50_sequentialInit_1h9m33s.txt;OW_k8_discount0.8_window50_randomInit_1h14m57s.txt;OW_k8_discount1.0_window10_randomInit_1h9m41s.txt;OW_k4_discount1.0_window20_sequentialInit_1h9m8s.txt;OW_k4_discount0.99_window10_randomInit_1h10m28s.txt;OW_k8_discount0.99_window50_randomInit_1h11m46s.txt;OW_k4_discount0.95_window50_randomInit_1h12m32s.txt;OW_k8_discount1.0_window20_sequentialInit_1h9m54s.txt;OW_k4_discount0.95_window10_randomInit_1h12m3s.txt;OW_k4_discount0.99_window50_sequentialInit_1h11m6s.txt;OW_k4_discount0.95_window30_randomInit_1h12m20s.txt;OW_k8_discount1.0_window10_sequentialInit_1h9m45s.txt;OW_k8_discount1.0_window30_randomInit_1h9m59s.txt;OW_k4_discount0.8_window20_randomInit_1h13m45s.txt;OW_k8_discount0.8_window50_sequentialInit_1h15m6s.txt;OW_k4_discount0.99_window20_sequentialInit_1h10m40s.txt;OW_k8_discount0.95_window50_sequentialInit_1h13m29s.txt;OW_k8_discount1.0_window50_randomInit_1h10m12s.txt;OW_k4_discount1.0_window30_sequentialInit_1h9m19s.txt;OW_k8_discount1.0_window30_sequentialInit_1h10m5s.txt;OW_k8_discount0.99_window30_randomInit_1h11m33s.txt;OW_k8_discount0.8_window30_randomInit_1h14m43s.txt;OW_k4_discount0.99_window30_sequentialInit_1h10m51s.txt;OW_k8_discount1.0_window20_randomInit_1h9m49s.txt;OW_k8_discount0.8_window10_randomInit_1h14m24s.txt;OW_k8_discount1.0_window50_sequentialInit_1h10m20s.txt;OW_k4_discount1.0_window10_sequentialInit_1h9m0s.txt;OW_k8_discount0.8_window10_sequentialInit_1h14m28s.txt;OW_k4_discount0.95_window50_sequentialInit_1h12m40s.txt;OW_k4_discount1.0_window10_randomInit_1h8m56s.txt;OW_k4_discount0.95_window10_sequentialInit_1h12m6s.txt;OW_k4_discount0.95_window20_sequentialInit_1h12m15s.txt;OW_k4_discount0.99_window50_randomInit_1h10m57s.txt;OW_k8_discount0.95_window50_randomInit_1h13m21s.txt;OW_k4_discount0.8_window30_randomInit_1h13m55s.txt;OW_k8_discount0.99_window30_sequentialInit_1h11m39s.txt;OW_k4_discount1.0_window50_randomInit_1h9m25s.txt;OW_k8_discount0.8_window20_randomInit_1h14m32s.txt;OW_k4_discount0.95_window20_randomInit_1h12m10s.txt;OW_k8_discount0.95_window10_sequentialInit_1h12m52s.txt;OW_k4_discount0.99_window30_randomInit_1h10m45s.txt;OW_k8_discount0.8_window20_sequentialInit_1h14m38s.txt;OW_k4_discount0.8_window20_sequentialInit_1h13m50s.txt;OW_k8_discount0.8_window30_sequentialInit_1h14m50s.txt;OW_k8_discount0.99_window20_randomInit_1h11m22s.txt;OW_k8_discount0.95_window20_sequentialInit_1h13m2s.txt;OW_k4_discount1.0_window30_randomInit_1h9m13s.txt;OW_k8_discount0.99_window50_sequentialInit_1h11m54s.txt;OW_k8_discount0.95_window30_sequentialInit_1h13m14s.txt;OW_k4_discount0.8_window10_randomInit_1h13m38s.txt
68.5538588235;72.7647058824;99.7647058824;78.5882352941;84.2414;99.7647058824;72.7647058824;72.7647058824;72.7647058824;107.588235294;84.6685411765;107.529411765;84.6314470588;71.9172588235;78.5882352941;73.9776235294;82.6120823529;82.8235294118;84.0353764706;68.4866;69.8658823529;107.588235294;84.3294588235;78.5882352941;72.7647058824;107.529411765;69.2458823529;70.9867529412;87.0588235294;82.8235294118;74.6470588235;68.2158117647;78.5882352941;83.8235294118;69.2592352941;74.6413176471;78.5882352941;83.3801058824;81.0848117647;83.8235294118;99.7647058824;98.1764705882;78.5882352941;84.5377176471;99.7647058824;82.8235294118;72.7647058824;68.8332941176;74.6973058824;83.8235294118;72.7647058824;79.6093176471;72.7647058824;107.529411765;72.7647058824;115.588235294;72.7647058824;87.0588235294;82.3900705882;107.588235294;72.7647058824;83.8235294118;83.8235294118;83.3082705882
68.4683294118;72.7647058824;78.5882352941;78.5882352941;83.0400352941;78.5882352941;72.7647058824;72.7647058824;72.7647058824;104.470588235;83.9307529412;124.882352941;83.2450823529;70.5928;78.5882352941;76.6685529412;84.4866470588;78.5882352941;72.7647058824;68.4995882353;69.8658823529;104.470588235;72.7647058824;78.5882352941;72.8141176471;124.882352941;68.9251764706;70.0191411765;80.5294117647;78.5882352941;74.6470588235;68.2162823529;78.5882352941;83.8235294118;69.2741058824;76.0243647059;78.5882352941;84.2298352941;81.8722588235;83.8235294118;78.5882352941;124.882352941;82.8235294118;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.8224823529;72.0397647059;83.8235294118;72.7647058824;75.1012588235;72.7647058824;124.882352941;72.7647058824;126.705882353;72.7647058824;80.5294117647;83.5316588235;104.470588235;72.7647058824;83.8235294118;83.8235294118;72.7647058824
68.6381294118;72.7647058824;82.8235294118;78.5882352941;82.6896941176;82.8235294118;79.8235294118;72.7771294118;72.9654588235;92.6470588235;83.0341411765;107.588235294;83.5616;73.4137647059;78.5882352941;76.8082470588;84.1689294118;78.5882352941;72.7647058824;68.4521882353;69.8658823529;92.6470588235;72.7647058824;78.5882352941;73.3954470588;107.588235294;68.9694705882;69.8719411765;89.2352941176;78.5882352941;74.6470588235;68.2209882353;78.5882352941;83.8235294118;69.2592352941;76.4154;78.5882352941;83.58;82.4365176471;83.8235294118;82.8235294118;107.588235294;78.5882352941;72.7647058824;82.8235294118;78.5882352941;72.7647058824;68.1113647059;73.0189294118;83.8235294118;72.7647058824;74.1594588235;76.2517647059;107.588235294;72.7647058824;72.7647058824;72.7647058824;93.4705882353;83.1322235294;92.6470588235;72.7647058824;83.8235294118;83.8235294118;72.8239647059
68.4854235294;79.8235294118;78.5882352941;78.5882352941;69.7975882353;78.5882352941;72.7647058824;72.8821647059;72.7647058824;88.9411764706;83.0648117647;104.470588235;83.7720117647;70.2600941176;78.5882352941;75.6097176471;83.4665647059;78.5882352941;72.7647058824;68.4403294118;69.8658823529;88.9411764706;72.7647058824;78.5882352941;72.8109764706;104.470588235;68.9169058824;69.8367882353;120.352941176;78.5882352941;72.7647058824;68.2158117647;78.5882352941;83.8235294118;69.2657294118;75.6450588235;78.5882352941;70.9068;80.0602470588;83.8235294118;78.5882352941;104.470588235;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7576470588;68.4721529412;70.5829647059;83.8235294118;72.7647058824;69.5356352941;72.7647058824;104.470588235;72.7647058824;72.7647058824;79.8235294118;107.117647059;69.1066941176;88.9411764706;72.7647058824;83.8235294118;83.8235294118;78.7484352941
68.4948352941;90.4117647059;78.5882352941;78.5882352941;74.3702470588;78.5882352941;101.352941176;72.7856;73.2326588235;96.3529411765;83.8378588235;105.0;83.5934941176;69.5918941176;96.3529411765;73.7442235294;84.3777882353;78.5882352941;73.6470588235;83.3059294118;83.1642117647;96.3529411765;76.4599529412;96.3529411765;72.8613764706;105.0;68.9237294118;70.4722705882;83.4705882353;78.5882352941;96.3529411765;83.7201764706;78.5882352941;83.8235294118;69.2592352941;76.1378588235;78.5882352941;75.4385882353;79.6793411765;96.3529411765;78.5882352941;105.0;96.3529411765;73.1427764706;78.5882352941;78.5882352941;84.1746352941;83.3399176471;71.1392;83.8235294118;83.8481411765;91.5017411765;72.7647058824;97.7647058824;72.7647058824;91.6470588235;72.7647058824;92.3529411765;75.7235764706;96.3529411765;72.7647058824;96.3529411765;83.8235294118;72.9976470588
68.5303058824;83.7058823529;78.5882352941;78.5882352941;71.3079294118;78.5882352941;72.7647058824;73.8661647059;72.7647058824;86.8235294118;78.3102117647;88.9411764706;77.9104117647;74.9372117647;98.1764705882;72.1207411765;80.9139764706;78.5882352941;72.7647058824;84.6914941176;85.6167058824;86.8235294118;72.7647058824;98.1764705882;72.9058470588;88.9411764706;68.9272470588;70.1677529412;74.6470588235;78.5882352941;98.1764705882;84.0907058824;78.5882352941;83.8235294118;69.2592352941;74.2610705882;78.5882352941;71.9194470588;76.2460588235;101.470588235;78.5882352941;88.9411764706;98.1764705882;72.7647058824;78.5882352941;78.5882352941;84.0328235294;83.3728941176;71.5072352941;83.8235294118;83.7924705882;80.978;72.7647058824;86.5882352941;72.7647058824;80.1764705882;72.7647058824;108.058823529;71.6152470588;86.8235294118;72.7647058824;101.470588235;83.8235294118;73.5796823529
68.6575764706;80.5294117647;78.5882352941;78.5882352941;76.1569647059;78.5882352941;72.7647058824;72.7647058824;72.7904;83.8235294118;75.7639529412;96.3529411765;75.4296117647;71.5605764706;100.176470588;75.9654705882;75.2656941176;78.5882352941;73.1687529412;83.7457882353;83.8096941176;83.8235294118;72.7647058824;100.176470588;73.3209058824;96.3529411765;68.8952470588;70.0408470588;79.1176470588;78.5882352941;100.176470588;83.2920117647;78.5882352941;83.8235294118;69.2592352941;71.2730941176;78.5882352941;72.1738117647;92.8757764706;92.4117647059;78.5882352941;96.3529411765;100.176470588;73.9247058824;78.5882352941;78.5882352941;83.1839176471;82.6744470588;71.4886470588;83.8235294118;83.8918823529;71.1245882353;73.1094588235;96.8235294118;72.9519058824;72.7647058824;72.7647058824;90.3529411765;69.2063882353;83.8235294118;72.7647058824;92.4117647059;83.8235294118;73.9757764706
68.6376;89.5294117647;78.5882352941;78.5882352941;72.6016470588;78.5882352941;72.7647058824;72.7647058824;72.8635294118;83.8235294118;71.4392117647;86.8235294118;71.4296117647;69.7123647059;99.7647058824;72.7805411765;71.4445176471;78.5882352941;72.7647058824;82.0885411765;84.6261647059;83.8235294118;73.1776;99.7647058824;72.9799647059;86.8235294118;69.2207058824;71.5286588235;92.2941176471;78.5882352941;98.1764705882;82.9798588235;78.5882352941;83.8235294118;69.2592352941;69.6715764706;78.5882352941;68.2424235294;83.6306705882;98.1764705882;78.5882352941;86.8235294118;99.7647058824;72.7647058824;78.5882352941;78.5882352941;84.4647764706;82.7893529412;70.8467294118;83.8235294118;84.8421411765;70.2791882353;72.7647058824;87.2941176471;72.7647058824;72.7647058824;72.7647058824;90.4117647059;72.1126588235;83.8235294118;72.7647058824;98.1764705882;83.8235294118;72.7647058824
68.6164588235;72.7647058824;96.3529411765;78.5882352941;70.9269529412;96.3529411765;80.5294117647;72.9296;72.7647058824;83.8235294118;85.6272352941;96.3529411765;84.7887529412;70.8119411765;78.5882352941;70.6511882353;85.4092117647;78.5882352941;84.3420588235;83.9264941176;69.8591058824;83.8235294118;83.6337294118;78.5882352941;72.7963294118;96.3529411765;68.8870235294;71.2361647059;87.1176470588;78.5882352941;124.882352941;83.5488235294;78.5882352941;83.8235294118;69.2592352941;71.2693058824;78.5882352941;68.2450588235;89.6619294118;124.882352941;96.3529411765;103.411764706;78.5882352941;84.0944;96.3529411765;78.5882352941;72.7647058824;83.6588470588;73.5217176471;83.8235294118;72.7647058824;69.7640705882;72.7647058824;96.3529411765;72.8573176471;76.0588235294;80.1764705882;94.8823529412;72.0616117647;83.8235294118;72.7647058824;124.882352941;83.8235294118;83.8687294118
68.4829647059;72.7647058824;98.1764705882;78.5882352941;69.6833647059;98.1764705882;89.5294117647;72.7647058824;73.1955764706;83.8235294118;85.3551529412;98.1176470588;85.3024;72.7778352941;82.8235294118;70.5898588235;85.2135764706;78.5882352941;84.2512705882;83.5152470588;69.8591058824;83.8235294118;84.1029411765;82.8235294118;72.7647058824;98.1176470588;68.8981294118;72.3090941176;83.0;78.5882352941;107.588235294;82.6589882353;78.5882352941;83.8235294118;69.2592352941;71.8769176471;78.5882352941;68.2450588235;87.1843647059;107.588235294;98.1764705882;98.1764705882;78.5882352941;84.6303176471;98.1764705882;78.5882352941;72.7647058824;83.3916823529;70.6678117647;83.8235294118;72.7647058824;69.8429647059;72.7647058824;111.0;72.7647058824;79.8235294118;72.7647058824;85.6470588235;72.8310117647;83.8235294118;72.7647058824;107.588235294;83.8235294118;84.2913058824
68.4829647059;72.7647058824;100.176470588;78.5882352941;68.8843176471;100.176470588;72.7647058824;72.7672470588;72.7647058824;83.8235294118;85.0241529412;92.2352941176;84.4309882353;74.0139647059;78.5882352941;73.5211647059;85.0318941176;78.5882352941;84.6191529412;83.6223176471;69.8591058824;83.8235294118;84.2552823529;78.5882352941;72.7579294118;92.2352941176;68.8703058824;72.0836705882;101.647058824;78.5882352941;108.0;84.1084588235;78.5882352941;83.8235294118;69.2592352941;72.1612470588;78.5882352941;68.2433294118;82.7473294118;104.470588235;100.176470588;95.5882352941;78.5882352941;84.0109294118;100.176470588;78.5882352941;72.7647058824;83.1914235294;75.9756352941;83.8235294118;72.7647058824;70.1850941176;72.9720470588;92.2352941176;72.7647058824;88.4705882353;79.5882352941;78.2352941176;69.4008470588;83.8235294118;72.7647058824;104.470588235;80.4705882353;84.1908705882
68.4838941176;80.5294117647;99.7647058824;78.5882352941;68.7886;99.7647058824;85.9411764706;72.7647058824;72.7647058824;83.8235294118;84.7246235294;107.529411765;84.6109647059;78.1015411765;78.5882352941;71.1826470588;82.6107882353;78.5882352941;84.0353764706;84.0554235294;70.0351058824;83.8235294118;84.3294588235;78.5882352941;72.7647058824;107.529411765;68.8661647059;70.0370470588;80.5294117647;78.5882352941;85.9411764706;83.4159411765;78.5882352941;83.8235294118;69.2485058824;71.2350117647;78.5882352941;68.2419411765;81.0987882353;92.6470588235;99.7647058824;98.1764705882;78.5882352941;84.5377176471;99.7647058824;78.5882352941;72.7647058824;82.7072941176;73.3779294118;83.8235294118;72.7647058824;69.4148470588;72.7647058824;107.529411765;72.7647058824;90.5882352941;72.7647058824;81.7647058824;67.9973294118;83.8235294118;72.7647058824;92.6470588235;92.1176470588;83.3082705882
68.4829647059;79.5882352941;78.5882352941;78.5882352941;68.7886;78.5882352941;72.7647058824;72.7647058824;72.7647058824;83.8235294118;83.9713764706;124.882352941;83.2321647059;73.1523764706;78.5882352941;74.5484;84.4808823529;78.5882352941;72.7647058824;70.4075764706;69.8591058824;83.8235294118;72.7647058824;78.5882352941;72.7647058824;124.882352941;68.9498352941;72.5199294118;99.4117647059;78.5882352941;79.7647058824;69.3717764706;78.5882352941;83.8235294118;69.4236235294;73.8412941176;78.5882352941;68.2713176471;81.7159176471;88.9411764706;78.5882352941;124.882352941;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;71.8682588235;77.8182235294;83.8235294118;76.3551058824;70.1329294118;72.8455647059;124.882352941;73.0159647059;85.9411764706;72.7647058824;116.588235294;67.9730823529;83.8235294118;72.9857882353;88.9411764706;80.4705882353;72.7647058824
68.4839764706;79.1176470588;82.8235294118;78.5882352941;68.7886;82.8235294118;72.7647058824;72.7647058824;72.7647058824;83.8235294118;83.0575764706;107.588235294;83.5616;74.3509647059;78.5882352941;74.0687882353;84.1689294118;78.5882352941;72.7647058824;76.7785411765;70.0307764706;83.8235294118;72.7647058824;78.5882352941;72.7574588235;107.588235294;68.8747294118;70.8970941176;93.4705882353;78.5882352941;96.3529411765;74.9617764706;78.5882352941;83.8235294118;69.4236235294;72.7666117647;78.5882352941;68.2739647059;82.3512941176;96.3529411765;82.8235294118;107.588235294;78.5882352941;72.7647058824;82.8235294118;78.5882352941;73.3216;74.4417529412;75.8136705882;83.8235294118;72.7647058824;70.0591882353;73.0955882353;107.588235294;72.7647058824;79.1176470588;79.1176470588;77.1764705882;67.9730823529;83.8235294118;72.7647058824;96.3529411765;80.4705882353;72.8239647059
68.4829647059;78.5882352941;78.5882352941;78.5882352941;68.7886;78.5882352941;79.1176470588;72.7647058824;72.7647058824;83.8235294118;83.0524823529;104.470588235;83.7720117647;74.6529764706;78.5882352941;74.0353294118;83.4665647059;78.5882352941;72.7647058824;71.4894235294;69.8591058824;83.8235294118;72.7647058824;78.5882352941;72.7771294118;104.470588235;68.8770470588;72.6243294118;74.6470588235;78.5882352941;86.1176470588;71.1465176471;78.5882352941;83.8235294118;69.4236235294;72.6698470588;78.5882352941;68.2808705882;80.0080235294;86.8235294118;78.5882352941;104.470588235;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.2984705882;71.7794470588;83.8235294118;72.7647058824;72.3083529412;72.7647058824;104.470588235;72.7647058824;72.7647058824;72.7647058824;84.2352941176;67.9730823529;83.8235294118;72.7647058824;86.8235294118;80.4705882353;78.7484352941
83.8796235294;80.0588235294;78.5882352941;96.3529411765;68.7886;78.5882352941;72.7647058824;72.7647058824;72.7647058824;83.8235294118;83.8435529412;105.0;83.5910117647;70.884;78.5882352941;71.1539058824;84.3777882353;78.5882352941;73.6470588235;70.7868352941;69.9983058824;83.8235294118;76.4599529412;78.5882352941;83.4425764706;105.0;83.4667882353;76.5360823529;82.4117647059;78.5882352941;74.6470588235;70.9409294118;96.3529411765;96.3529411765;85.4521176471;72.0334823529;96.3529411765;68.2638;79.5406117647;83.8235294118;78.5882352941;105.0;78.5882352941;73.1427764706;78.5882352941;78.5882352941;72.7583058824;73.4199647059;71.1794588235;96.3529411765;72.7647058824;72.2851176471;73.5262117647;97.7647058824;83.9959411765;72.7647058824;72.7647058824;77.1764705882;67.9730823529;83.8235294118;83.5306823529;83.8235294118;96.3529411765;72.9976470588
84.6429176471;98.1764705882;78.5882352941;98.1764705882;83.2937647059;78.5882352941;72.7647058824;84.2771647059;83.6359764706;96.3529411765;78.3201176471;88.9411764706;77.9926588235;71.3810117647;78.5882352941;72.0970588235;80.9139764706;96.3529411765;72.7647058824;68.4841647059;70.4541176471;96.3529411765;72.7647058824;78.5882352941;85.3590117647;88.9411764706;82.1784588235;75.9095058824;77.9411764706;96.3529411765;74.6470588235;68.2158117647;98.1764705882;101.470588235;84.9105764706;73.0664470588;98.1764705882;83.3630941176;76.1163647059;83.8235294118;78.5882352941;88.9411764706;78.5882352941;72.7647058824;78.5882352941;96.3529411765;73.2911058824;72.9336352941;74.5717294118;101.470588235;72.7647058824;77.1297411765;83.2565764706;86.5882352941;83.9819882353;82.4117647059;72.7647058824;86.8235294118;83.5090941176;96.3529411765;84.7056352941;83.8235294118;98.1176470588;73.5796823529
83.4161058824;72.7647058824;78.5882352941;100.176470588;83.0215176471;78.5882352941;72.7647058824;83.5282470588;84.8181294118;101.470588235;75.7639529412;96.3529411765;75.4275764706;70.6317647059;78.5882352941;71.1763294118;75.2656941176;98.1764705882;73.1687529412;68.3124117647;69.8658823529;101.470588235;72.7647058824;78.5882352941;84.1500235294;96.3529411765;83.0639058824;78.6837647059;104.411764706;98.1764705882;74.6470588235;68.2158117647;100.176470588;92.4117647059;84.5358;72.2094588235;100.176470588;83.5381058824;92.9191647059;83.8235294118;78.5882352941;96.3529411765;78.5882352941;73.9247058824;78.5882352941;98.1764705882;72.7647058824;68.4412470588;77.7227647059;92.4117647059;73.2139294118;85.6016470588;84.4265294118;96.8235294118;84.3518823529;72.7647058824;98.1764705882;86.1176470588;82.5089647059;101.470588235;83.8702;83.8235294118;92.4117647059;73.9757764706
82.1088941176;72.7647058824;78.5882352941;99.7647058824;83.9102823529;78.5882352941;80.0588235294;84.5609058824;84.2643411765;92.4117647059;71.4392117647;86.8235294118;71.4181647059;72.1769647059;78.5882352941;73.7379058824;71.4445176471;100.176470588;72.7647058824;68.3068;69.8658823529;92.4117647059;73.1776;78.5882352941;82.7447176471;86.8235294118;82.9965647059;77.2188352941;87.2352941176;100.176470588;74.6470588235;68.2158117647;99.7647058824;98.1764705882;85.1367294118;71.8579176471;99.7647058824;83.2850823529;83.9436941176;83.8235294118;78.5882352941;86.8235294118;78.5882352941;72.7647058824;78.5882352941;100.176470588;72.7647058824;68.4556235294;71.6633411765;98.1764705882;72.7647058824;84.6690470588;83.7668235294;87.2941176471;83.8858235294;105.823529412;96.6470588235;92.3529411765;83.7197411765;92.4117647059;84.3467764706;83.8235294118;107.529411765;72.7647058824
84.5189411765;72.7647058824;96.3529411765;78.5882352941;84.6723882353;96.3529411765;88.2941176471;83.9498;83.6553411765;98.1764705882;85.5435647059;96.3529411765;84.6893529412;69.7315294118;78.5882352941;74.3861058824;85.4092117647;99.7647058824;84.3420588235;68.3086;70.1048588235;98.1764705882;83.6337294118;78.5882352941;72.7647058824;96.3529411765;82.4226;77.1119294118;86.5882352941;99.7647058824;72.7647058824;68.3364823529;78.5882352941;124.882352941;83.7294;72.9384;78.5882352941;83.7518705882;89.6513529412;83.8235294118;96.3529411765;103.411764706;78.5882352941;84.0944;96.3529411765;99.7647058824;72.7647058824;68.2867882353;70.4070117647;124.882352941;72.7647058824;85.0232352941;84.4298823529;96.3529411765;72.7647058824;109.705882353;107.529411765;101.764705882;82.8578;98.1764705882;72.7647058824;83.8235294118;121.529411765;83.8687294118
82.5551529412;72.7647058824;98.1764705882;82.8235294118;84.3009294118;98.1764705882;82.8235294118;72.7647058824;72.7647058824;124.882352941;85.2688;98.1176470588;85.3024;77.8382117647;78.5882352941;74.0639647059;85.2135764706;78.5882352941;84.2512705882;68.3062823529;69.8846235294;124.882352941;84.1029411765;78.5882352941;72.7647058824;98.1176470588;83.0167294118;72.0916823529;80.4705882353;78.5882352941;72.7647058824;68.2158117647;82.8235294118;107.588235294;84.2480588235;72.8580352941;82.8235294118;83.7021647059;87.2571411765;83.8235294118;98.1764705882;98.1764705882;78.5882352941;84.6303176471;98.1764705882;78.5882352941;72.7647058824;68.2445764706;71.4636;107.588235294;72.7647058824;78.1812941176;72.8019764706;111.0;72.7647058824;121.529411765;78.5882352941;100.411764706;82.2566941176;124.882352941;72.7647058824;83.8235294118;107.588235294;84.2913058824
83.5755058824;79.8235294118;100.176470588;78.5882352941;84.2414;100.176470588;72.7647058824;72.7647058824;72.7647058824;107.588235294;85.0162588235;92.2352941176;84.4309882353;85.8832588235;78.5882352941;74.8419294118;85.0318941176;82.8235294118;84.6191529412;68.3065058824;69.8658823529;107.588235294;84.2552823529;78.5882352941;72.7647058824;92.2352941176;83.2163176471;71.5772705882;91.2352941176;82.8235294118;72.7647058824;68.3208117647;78.5882352941;104.470588235;83.8823294118;74.9595647059;78.5882352941;83.3209882353;82.7722;83.8235294118;100.176470588;95.5882352941;78.5882352941;84.0109294118;100.176470588;82.8235294118;72.7647058824;68.3540470588;72.5955176471;104.470588235;72.7647058824;78.6742470588;72.7647058824;92.2352941176;72.7647058824;117.0;72.7647058824;78.5882352941;82.3778588235;107.588235294;72.7647058824;83.8235294118;104.470588235;84.1908705882
83.9888705882;72.7647058824;99.7647058824;78.5882352941;83.0356;99.7647058824;72.7647058824;72.7647058824;72.7647058824;104.470588235;84.7141294118;107.529411765;84.6109647059;76.6492588235;78.5882352941;73.4440588235;82.6107882353;78.5882352941;84.0353764706;68.3447058824;69.8729411765;104.470588235;84.3294588235;78.5882352941;74.5744;107.529411765;82.2032823529;70.4687176471;93.5882352941;78.5882352941;72.7647058824;68.2420705882;78.5882352941;92.6470588235;84.5158235294;73.5996941176;78.5882352941;84.1467176471;81.3042705882;83.8235294118;99.7647058824;98.1764705882;78.5882352941;84.5377176471;99.7647058824;78.5882352941;72.76;68.2544117647;70.3965294118;92.6470588235;72.7647058824;74.3817176471;72.7647058824;107.529411765;73.4635294118;126.705882353;79.8235294118;95.0588235294;83.4543529412;104.470588235;73.0776470588;83.8235294118;106.411764706;83.3082705882
75.6487294118;72.7647058824;78.5882352941;78.5882352941;82.6896941176;78.5882352941;72.7647058824;72.7771294118;72.9654588235;92.6470588235;83.9461411765;124.882352941;83.2321647059;70.9579176471;78.5882352941;71.5534235294;84.4808823529;78.5882352941;72.7647058824;68.3068;70.6700235294;92.6470588235;72.7647058824;78.5882352941;72.7647058824;124.882352941;70.8227529412;69.6966823529;72.7647058824;78.5882352941;72.7647058824;68.2779529412;78.5882352941;88.9411764706;70.2858588235;72.8362352941;78.5882352941;83.5043764706;81.8123764706;83.8235294118;78.5882352941;124.882352941;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.2089058824;69.9435529412;88.9411764706;72.7647058824;72.1589176471;76.2517647059;124.882352941;72.7647058824;89.1176470588;72.7647058824;96.9411764706;83.1317411765;92.6470588235;72.7647058824;83.8235294118;88.9411764706;72.7647058824
73.8568470588;72.7647058824;82.8235294118;78.5882352941;69.7975882353;82.8235294118;72.7647058824;72.8821647059;72.7647058824;88.9411764706;83.0573058824;107.588235294;83.5616;71.1531647059;78.5882352941;73.1566352941;84.1689294118;78.5882352941;72.7647058824;68.3098;69.9794941176;88.9411764706;72.7647058824;78.5882352941;72.7647058824;107.588235294;76.4664235294;72.4946;72.7647058824;78.5882352941;72.7647058824;68.2263294118;78.5882352941;96.3529411765;71.4577647059;74.8415529412;78.5882352941;70.9061058824;82.2657882353;83.8235294118;82.8235294118;107.588235294;78.5882352941;72.7647058824;82.8235294118;78.5882352941;72.7647058824;68.2452823529;73.7634117647;96.3529411765;72.7647058824;69.2167176471;72.7647058824;107.588235294;72.9411764706;77.8823529412;80.1764705882;72.7647058824;68.8651294118;88.9411764706;72.7647058824;83.8235294118;96.3529411765;72.8239647059
68.5994588235;72.7647058824;78.5882352941;78.5882352941;74.6144823529;78.5882352941;72.7647058824;72.7856;73.2326588235;96.3529411765;82.8586823529;104.470588235;83.7720117647;70.0405529412;78.5882352941;74.4337176471;83.4665647059;78.5882352941;72.7647058824;68.3061294118;69.8658823529;96.3529411765;72.7647058824;78.5882352941;72.7717647059;104.470588235;71.3682352941;71.3452117647;72.7647058824;78.5882352941;79.8235294118;68.2257176471;78.5882352941;86.8235294118;69.5620588235;74.6809764706;78.5882352941;75.4385882353;79.9488235294;83.8235294118;78.5882352941;104.470588235;78.5882352941;72.7647058824;78.5882352941;78.5882352941;72.7647058824;68.3218941176;71.3441411765;86.8235294118;72.7647058824;92.5643176471;72.7647058824;104.470588235;72.7647058824;95.8823529412;72.7647058824;80.0588235294;75.9502117647;96.3529411765;74.24;83.8235294118;86.8235294118;78.7484352941
72.5482941176;72.7647058824;78.5882352941;78.5882352941;71.3079294118;78.5882352941;72.7647058824;73.8661647059;72.7647058824;86.8235294118;83.8473764706;105.0;83.5910117647;70.7479176471;78.5882352941;75.1659882353;84.3777882353;78.5882352941;73.6470588235;68.3062823529;70.1485176471;86.8235294118;76.4599529412;78.5882352941;72.7771294118;105.0;71.7656235294;71.2254941176;82.4117647059;78.5882352941;72.7647058824;68.2170352941;78.5882352941;83.8235294118;78.5776705882;74.7455294118;78.5882352941;71.9194470588;79.498;83.8235294118;78.5882352941;105.0;78.5882352941;73.1427764706;78.5882352941;78.5882352941;72.8166588235;68.3098823529;70.6074117647;83.8235294118;72.7647058824;84.2423294118;72.7647058824;97.7647058824;72.7647058824;72.7647058824;72.7647058824;90.7647058824;71.3144941176;86.8235294118;72.7647058824;83.8235294118;80.4705882353;72.9976470588
